"DAYSAHEAD","TARGETDATE","FORECASTDEMAND","CARDINALPOINT","CP_TYPE","CP_ST_TIME","CP_END_TIME","F_Point","FORECAST_TIMESTAMP"
1,"2018-01-26T00:00:00Z",41850,"2A","P",930,1030,"","2018-01-25T08:30:00Z"
1,"2018-01-26T00:00:00Z",40730,"2B","P",1100,1300,"","2018-01-25T08:30:00Z"
1,"2018-01-26T00:00:00Z",39940,"3B","T",1330,1630,"Dm","2018-01-25T08:30:00Z"
1,"2018-01-26T00:00:00Z",45770,"DP","P",1700,1930,"EM","2018-01-25T08:30:00Z"
1,"2018-01-26T00:00:00Z",39300,"4B","F",2100,2100,"","2018-01-25T08:30:00Z"
1,"2018-01-26T00:00:00Z",29110,"4C","F",2400,2400,"","2018-01-25T08:30:00Z"
1,"2018-01-27T00:00:00Z",28430,"1F","F",30,30,"","2018-01-26T08:42:27Z"
1,"2018-01-27T00:00:00Z",28520,"1A","P",100,230,"","2018-01-26T08:42:27Z"
1,"2018-01-27T00:00:00Z",26910,"03","F",300,300,"","2018-01-26T08:42:27Z"
1,"2018-01-27T00:00:00Z",24950,"1B","T",430,730,"Om","2018-01-26T08:42:27Z"
1,"2018-01-27T00:00:00Z",34170,"2F","P",800,900,"","2018-01-26T08:42:27Z"
1,"2018-01-27T00:00:00Z",36520,"2A","P",930,1030,"","2018-01-26T08:42:27Z"
1,"2018-01-27T00:00:00Z",36940,"2B","P",1100,1300,"DM","2018-01-26T08:42:27Z"
1,"2018-01-27T00:00:00Z",35970,"3B","T",1330,1630,"Dm","2018-01-26T08:42:27Z"
1,"2018-01-27T00:00:00Z",40710,"DP","P",1700,1930,"EM","2018-01-26T08:42:27Z"
1,"2018-01-27T00:00:00Z",33900,"4B","F",2100,2100,"","2018-01-26T08:42:27Z"
1,"2018-01-27T00:00:00Z",26520,"4C","F",2400,2400,"","2018-01-26T08:42:27Z"
1,"2018-01-28T00:00:00Z",25570,"1F","F",30,30,"","2018-01-27T08:35:04Z"
1,"2018-01-28T00:00:00Z",25760,"1A","P",100,230,"","2018-01-27T08:35:04Z"
1,"2018-01-28T00:00:00Z",23590,"03","F",300,300,"","2018-01-27T08:35:04Z"
1,"2018-01-28T00:00:00Z",21380,"1B","T",430,730,"Om","2018-01-27T08:35:04Z"
1,"2018-01-28T00:00:00Z",27630,"2F","P",800,900,"","2018-01-27T08:35:04Z"
1,"2018-01-28T00:00:00Z",31200,"2A","P",930,1030,"","2018-01-27T08:35:04Z"
1,"2018-01-28T00:00:00Z",33120,"2B","P",1100,1300,"DM","2018-01-27T08:35:04Z"
1,"2018-01-28T00:00:00Z",32720,"3B","T",1330,1630,"Dm","2018-01-27T08:35:04Z"
1,"2018-01-28T00:00:00Z",39490,"DP","P",1700,1930,"EM","2018-01-27T08:35:04Z"
1,"2018-01-28T00:00:00Z",33340,"4B","F",2100,2100,"","2018-01-27T08:35:04Z"
1,"2018-01-28T00:00:00Z",24080,"4C","F",2400,2400,"","2018-01-27T08:35:04Z"
1,"2018-01-29T00:00:00Z",24440,"1F","F",30,30,"","2018-01-28T08:23:07Z"
1,"2018-01-29T00:00:00Z",24960,"1A","P",100,230,"","2018-01-28T08:23:07Z"
1,"2018-01-29T00:00:00Z",22390,"03","F",300,300,"","2018-01-28T08:23:07Z"
1,"2018-01-29T00:00:00Z",22080,"1B","T",430,730,"Om","2018-01-28T08:23:07Z"
1,"2018-01-29T00:00:00Z",38120,"2F","P",800,900,"","2018-01-28T08:23:07Z"
1,"2018-01-29T00:00:00Z",39170,"2A","P",930,1030,"","2018-01-28T08:23:07Z"
1,"2018-01-29T00:00:00Z",39540,"2B","P",1100,1300,"DM","2018-01-28T08:23:07Z"
1,"2018-01-29T00:00:00Z",38980,"3B","T",1330,1630,"Dm","2018-01-28T08:23:07Z"
1,"2018-01-29T00:00:00Z",45090,"DP","P",1700,1930,"EM","2018-01-28T08:23:07Z"
1,"2018-01-29T00:00:00Z",39550,"4B","F",2100,2100,"","2018-01-28T08:23:07Z"
1,"2018-01-29T00:00:00Z",27790,"4C","F",2400,2400,"","2018-01-28T08:23:07Z"
1,"2018-01-30T00:00:00Z",27030,"1F","F",30,30,"","2018-01-29T08:40:23Z"
1,"2018-01-30T00:00:00Z",27730,"1A","P",100,230,"","2018-01-29T08:40:23Z"
1,"2018-01-30T00:00:00Z",26470,"03","F",300,300,"","2018-01-29T08:40:23Z"
1,"2018-01-30T00:00:00Z",25630,"1B","T",430,730,"Om","2018-01-29T08:40:23Z"
1,"2018-01-30T00:00:00Z",40600,"2F","P",800,900,"","2018-01-29T08:40:23Z"
1,"2018-01-30T00:00:00Z",40840,"2A","P",930,1030,"DM","2018-01-29T08:40:23Z"
1,"2018-01-30T00:00:00Z",39130,"2B","P",1100,1300,"","2018-01-29T08:40:23Z"
1,"2018-01-30T00:00:00Z",38380,"3B","T",1330,1630,"Dm","2018-01-29T08:40:23Z"
1,"2018-01-30T00:00:00Z",45400,"DP","P",1700,1930,"EM","2018-01-29T08:40:23Z"
1,"2018-01-30T00:00:00Z",38810,"4B","F",2100,2100,"","2018-01-29T08:40:23Z"
1,"2018-01-30T00:00:00Z",26800,"4C","F",2400,2400,"","2018-01-29T08:40:23Z"
1,"2018-01-31T00:00:00Z",27440,"1F","F",30,30,"","2018-01-30T08:44:59Z"
1,"2018-01-31T00:00:00Z",27730,"1A","P",100,230,"","2018-01-30T08:44:59Z"
1,"2018-01-31T00:00:00Z",25410,"03","F",300,300,"","2018-01-30T08:44:59Z"
1,"2018-01-31T00:00:00Z",24310,"1B","T",430,730,"Om","2018-01-30T08:44:59Z"
1,"2018-01-31T00:00:00Z",39560,"2F","P",800,900,"","2018-01-30T08:44:59Z"
1,"2018-01-31T00:00:00Z",40320,"2A","P",930,1030,"DM","2018-01-30T08:44:59Z"
1,"2018-01-31T00:00:00Z",38560,"2B","P",1100,1300,"","2018-01-30T08:44:59Z"
1,"2018-01-31T00:00:00Z",37240,"3B","T",1330,1630,"Dm","2018-01-30T08:44:59Z"
1,"2018-01-31T00:00:00Z",45550,"DP","P",1700,1930,"EM","2018-01-30T08:44:59Z"
1,"2018-01-31T00:00:00Z",39820,"4B","F",2100,2100,"","2018-01-30T08:44:59Z"
1,"2018-01-31T00:00:00Z",27810,"4C","F",2400,2400,"","2018-01-30T08:44:59Z"
1,"2018-02-01T00:00:00Z",27490,"1F","F",30,30,"","2018-01-31T08:49:53Z"
1,"2018-02-01T00:00:00Z",27750,"1A","P",100,230,"","2018-01-31T08:49:53Z"
1,"2018-02-01T00:00:00Z",26090,"03","F",300,300,"","2018-01-31T08:49:53Z"
1,"2018-02-01T00:00:00Z",25010,"1B","T",430,730,"Om","2018-01-31T08:49:53Z"
1,"2018-02-01T00:00:00Z",40140,"2F","P",800,900,"","2018-01-31T08:49:53Z"
1,"2018-02-01T00:00:00Z",40160,"2A","P",930,1030,"DM","2018-01-31T08:49:53Z"
1,"2018-02-01T00:00:00Z",38890,"2B","P",1100,1300,"","2018-01-31T08:49:53Z"
1,"2018-02-01T00:00:00Z",37680,"3B","T",1330,1630,"Dm","2018-01-31T08:49:53Z"
1,"2018-02-01T00:00:00Z",46160,"DP","P",1700,1930,"EM","2018-01-31T08:49:53Z"
1,"2018-02-01T00:00:00Z",40400,"4B","F",2100,2100,"","2018-01-31T08:49:53Z"
1,"2018-02-01T00:00:00Z",28150,"4C","F",2400,2400,"","2018-01-31T08:49:53Z"
1,"2018-02-02T00:00:00Z",27570,"1F","F",30,30,"","2018-02-01T08:38:47Z"
1,"2018-02-02T00:00:00Z",27960,"1A","P",100,230,"","2018-02-01T08:38:47Z"
1,"2018-02-02T00:00:00Z",26160,"03","F",300,300,"","2018-02-01T08:38:47Z"
1,"2018-02-02T00:00:00Z",25110,"1B","T",430,730,"Om","2018-02-01T08:38:47Z"
1,"2018-02-02T00:00:00Z",39980,"2F","P",800,900,"","2018-02-01T08:38:47Z"
1,"2018-02-02T00:00:00Z",40180,"2A","P",930,1030,"DM","2018-02-01T08:38:47Z"
1,"2018-02-02T00:00:00Z",39280,"2B","P",1100,1300,"","2018-02-01T08:38:47Z"
1,"2018-02-02T00:00:00Z",37850,"3B","T",1330,1630,"Dm","2018-02-01T08:38:47Z"
1,"2018-02-02T00:00:00Z",45780,"DP","P",1700,1930,"EM","2018-02-01T08:38:47Z"
1,"2018-02-02T00:00:00Z",40030,"4B","F",2100,2100,"","2018-02-01T08:38:47Z"
1,"2018-02-02T00:00:00Z",29970,"4C","F",2400,2400,"","2018-02-01T08:38:47Z"
1,"2018-02-03T00:00:00Z",29840,"1F","F",30,30,"","2018-02-02T08:39:10Z"
1,"2018-02-03T00:00:00Z",30060,"1A","P",100,230,"","2018-02-02T08:39:10Z"
1,"2018-02-03T00:00:00Z",28010,"03","F",300,300,"","2018-02-02T08:39:10Z"
1,"2018-02-03T00:00:00Z",26320,"1B","T",430,730,"Om","2018-02-02T08:39:10Z"
1,"2018-02-03T00:00:00Z",36230,"2F","P",800,900,"","2018-02-02T08:39:10Z"
1,"2018-02-03T00:00:00Z",38970,"2A","P",930,1030,"DM","2018-02-02T08:39:10Z"
1,"2018-02-03T00:00:00Z",38970,"2B","P",1100,1300,"DM","2018-02-02T08:39:10Z"
1,"2018-02-03T00:00:00Z",37490,"3B","T",1330,1630,"Dm","2018-02-02T08:39:10Z"
1,"2018-02-03T00:00:00Z",42830,"DP","P",1700,1930,"EM","2018-02-02T08:39:10Z"
1,"2018-02-03T00:00:00Z",36820,"4B","F",2100,2100,"","2018-02-02T08:39:10Z"
1,"2018-02-03T00:00:00Z",28730,"4C","F",2400,2400,"","2018-02-02T08:39:10Z"
1,"2018-02-04T00:00:00Z",28680,"1F","F",30,30,"","2018-02-03T08:22:31Z"
1,"2018-02-04T00:00:00Z",28890,"1A","P",100,230,"","2018-02-03T08:22:31Z"
1,"2018-02-04T00:00:00Z",26610,"03","F",300,300,"","2018-02-03T08:22:31Z"
1,"2018-02-04T00:00:00Z",24680,"1B","T",430,730,"Om","2018-02-03T08:22:31Z"
1,"2018-02-04T00:00:00Z",31090,"2F","P",800,900,"","2018-02-03T08:22:31Z"
1,"2018-02-04T00:00:00Z",34770,"2A","P",930,1030,"","2018-02-03T08:22:31Z"
1,"2018-02-04T00:00:00Z",35450,"2B","P",1100,1300,"DM","2018-02-03T08:22:31Z"
1,"2018-02-04T00:00:00Z",35010,"3B","T",1330,1630,"Dm","2018-02-03T08:22:31Z"
1,"2018-02-04T00:00:00Z",43160,"DP","P",1700,1930,"EM","2018-02-03T08:22:31Z"
1,"2018-02-04T00:00:00Z",37960,"4B","F",2100,2100,"","2018-02-03T08:22:31Z"
1,"2018-02-04T00:00:00Z",27900,"4C","F",2400,2400,"","2018-02-03T08:22:31Z"
1,"2018-02-05T00:00:00Z",28430,"1F","F",30,30,"","2018-02-04T08:30:52Z"
1,"2018-02-05T00:00:00Z",28920,"1A","P",100,230,"","2018-02-04T08:30:52Z"
1,"2018-02-05T00:00:00Z",27770,"03","F",300,300,"","2018-02-04T08:30:52Z"
1,"2018-02-05T00:00:00Z",27010,"1B","T",430,730,"Om","2018-02-04T08:30:52Z"
1,"2018-02-05T00:00:00Z",42900,"2F","P",800,900,"","2018-02-04T08:30:52Z"
1,"2018-02-05T00:00:00Z",43310,"2A","P",930,1030,"DM","2018-02-04T08:30:52Z"
1,"2018-02-05T00:00:00Z",41880,"2B","P",1100,1300,"","2018-02-04T08:30:52Z"
1,"2018-02-05T00:00:00Z",40700,"3B","T",1330,1630,"Dm","2018-02-04T08:30:52Z"
1,"2018-02-05T00:00:00Z",48920,"DP","P",1700,1930,"EM","2018-02-04T08:30:52Z"
1,"2018-02-05T00:00:00Z",43330,"4B","F",2100,2100,"","2018-02-04T08:30:52Z"
1,"2018-02-05T00:00:00Z",30700,"4C","F",2400,2400,"","2018-02-04T08:30:52Z"
1,"2018-02-06T00:00:00Z",30590,"1F","F",30,30,"","2018-02-05T08:40:41Z"
1,"2018-02-06T00:00:00Z",31020,"1A","P",100,230,"","2018-02-05T08:40:41Z"
1,"2018-02-06T00:00:00Z",29680,"03","F",300,300,"","2018-02-05T08:40:41Z"
1,"2018-02-06T00:00:00Z",28670,"1B","T",430,730,"Om","2018-02-05T08:40:41Z"
1,"2018-02-06T00:00:00Z",43500,"2F","P",800,900,"","2018-02-05T08:40:41Z"
1,"2018-02-06T00:00:00Z",43920,"2A","P",930,1030,"DM","2018-02-05T08:40:41Z"
1,"2018-02-06T00:00:00Z",43450,"2B","P",1100,1300,"","2018-02-05T08:40:41Z"
1,"2018-02-06T00:00:00Z",41810,"3B","T",1330,1630,"Dm","2018-02-05T08:40:41Z"
1,"2018-02-06T00:00:00Z",49000,"DP","P",1700,1930,"EM","2018-02-05T08:40:41Z"
1,"2018-02-06T00:00:00Z",43490,"4B","F",2100,2100,"","2018-02-05T08:40:41Z"
1,"2018-02-06T00:00:00Z",30550,"4C","F",2400,2400,"","2018-02-05T08:40:41Z"
1,"2018-02-07T00:00:00Z",30400,"1F","F",30,30,"","2018-02-06T08:41:09Z"
1,"2018-02-07T00:00:00Z",30890,"1A","P",100,230,"","2018-02-06T08:41:09Z"
1,"2018-02-07T00:00:00Z",29930,"03","F",300,300,"","2018-02-06T08:41:09Z"
1,"2018-02-07T00:00:00Z",29290,"1B","T",430,730,"Om","2018-02-06T08:41:09Z"
1,"2018-02-07T00:00:00Z",44410,"2F","P",800,900,"","2018-02-06T08:41:09Z"
1,"2018-02-07T00:00:00Z",44490,"2A","P",930,1030,"DM","2018-02-06T08:41:09Z"
1,"2018-02-07T00:00:00Z",43000,"2B","P",1100,1300,"","2018-02-06T08:41:09Z"
1,"2018-02-07T00:00:00Z",41450,"3B","T",1330,1630,"Dm","2018-02-06T08:41:09Z"
1,"2018-02-07T00:00:00Z",49030,"DP","P",1700,1930,"EM","2018-02-06T08:41:09Z"
1,"2018-02-07T00:00:00Z",43590,"4B","F",2100,2100,"","2018-02-06T08:41:09Z"
1,"2018-02-07T00:00:00Z",30880,"4C","F",2400,2400,"","2018-02-06T08:41:09Z"
1,"2018-02-08T00:00:00Z",30080,"1F","F",30,30,"","2018-02-07T08:37:54Z"
1,"2018-02-08T00:00:00Z",30850,"1A","P",100,230,"","2018-02-07T08:37:54Z"
1,"2018-02-08T00:00:00Z",29650,"03","F",300,300,"","2018-02-07T08:37:54Z"
1,"2018-02-08T00:00:00Z",28980,"1B","T",430,730,"Om","2018-02-07T08:37:54Z"
1,"2018-02-08T00:00:00Z",44580,"2F","P",800,900,"","2018-02-07T08:37:54Z"
1,"2018-02-08T00:00:00Z",44550,"2A","P",930,1030,"","2018-02-07T08:37:54Z"
1,"2018-02-08T00:00:00Z",45230,"2B","P",1100,1300,"DM","2018-02-07T08:37:54Z"
1,"2018-02-08T00:00:00Z",43900,"3B","T",1330,1630,"Dm","2018-02-07T08:37:54Z"
1,"2018-02-08T00:00:00Z",47630,"DP","P",1700,1930,"EM","2018-02-07T08:37:54Z"
1,"2018-02-08T00:00:00Z",42040,"4B","F",2100,2100,"","2018-02-07T08:37:54Z"
1,"2018-02-08T00:00:00Z",29300,"4C","F",2400,2400,"","2018-02-07T08:37:54Z"
1,"2018-02-09T00:00:00Z",29370,"1F","F",30,30,"","2018-02-08T08:07:09Z"
1,"2018-02-09T00:00:00Z",29990,"1A","P",100,230,"","2018-02-08T08:07:09Z"
1,"2018-02-09T00:00:00Z",27850,"03","F",300,300,"","2018-02-08T08:07:09Z"
1,"2018-02-09T00:00:00Z",26830,"1B","T",430,730,"Om","2018-02-08T08:07:09Z"
1,"2018-02-09T00:00:00Z",41990,"2F","P",800,900,"DM","2018-02-08T08:07:09Z"
1,"2018-02-09T00:00:00Z",41110,"2A","P",930,1030,"","2018-02-08T08:07:09Z"
1,"2018-02-09T00:00:00Z",41080,"2B","P",1100,1300,"","2018-02-08T08:07:09Z"
1,"2018-02-09T00:00:00Z",38960,"3B","T",1330,1630,"Dm","2018-02-08T08:07:09Z"
1,"2018-02-09T00:00:00Z",45570,"DP","P",1700,1930,"EM","2018-02-08T08:07:09Z"
1,"2018-02-09T00:00:00Z",40090,"4B","F",2100,2100,"","2018-02-08T08:07:09Z"
1,"2018-02-09T00:00:00Z",29680,"4C","F",2400,2400,"","2018-02-08T08:07:09Z"
1,"2018-02-10T00:00:00Z",29320,"1F","F",30,30,"","2018-02-09T08:44:23Z"
1,"2018-02-10T00:00:00Z",29370,"1A","P",100,230,"","2018-02-09T08:44:23Z"
1,"2018-02-10T00:00:00Z",27860,"03","F",300,300,"","2018-02-09T08:44:23Z"
1,"2018-02-10T00:00:00Z",26200,"1B","T",430,730,"Om","2018-02-09T08:44:23Z"
1,"2018-02-10T00:00:00Z",35470,"2F","P",800,900,"","2018-02-09T08:44:23Z"
1,"2018-02-10T00:00:00Z",37780,"2A","P",930,1030,"","2018-02-09T08:44:23Z"
1,"2018-02-10T00:00:00Z",38820,"2B","P",1100,1300,"DM","2018-02-09T08:44:23Z"
1,"2018-02-10T00:00:00Z",37390,"3B","T",1330,1630,"Dm","2018-02-09T08:44:23Z"
1,"2018-02-10T00:00:00Z",41970,"DP","P",1700,1930,"EM","2018-02-09T08:44:23Z"
1,"2018-02-10T00:00:00Z",35770,"4B","F",2100,2100,"","2018-02-09T08:44:23Z"
1,"2018-02-10T00:00:00Z",27080,"4C","F",2400,2400,"","2018-02-09T08:44:23Z"
1,"2018-02-11T00:00:00Z",26440,"1F","F",30,30,"","2018-02-10T08:36:02Z"
1,"2018-02-11T00:00:00Z",27470,"1A","P",100,230,"","2018-02-10T08:36:02Z"
1,"2018-02-11T00:00:00Z",25750,"03","F",300,300,"","2018-02-10T08:36:02Z"
1,"2018-02-11T00:00:00Z",23750,"1B","T",430,730,"Om","2018-02-10T08:36:02Z"
1,"2018-02-11T00:00:00Z",30490,"2F","P",800,900,"","2018-02-10T08:36:02Z"
1,"2018-02-11T00:00:00Z",32270,"2A","P",930,1030,"","2018-02-10T08:36:02Z"
1,"2018-02-11T00:00:00Z",33330,"2B","P",1100,1300,"DM","2018-02-10T08:36:02Z"
1,"2018-02-11T00:00:00Z",32790,"3B","T",1330,1630,"Dm","2018-02-10T08:36:02Z"
1,"2018-02-11T00:00:00Z",42360,"DP","P",1700,1930,"EM","2018-02-10T08:36:02Z"
1,"2018-02-11T00:00:00Z",37360,"4B","F",2100,2100,"","2018-02-10T08:36:02Z"
1,"2018-02-11T00:00:00Z",26750,"4C","F",2400,2400,"","2018-02-10T08:36:02Z"
1,"2018-02-12T00:00:00Z",26410,"1F","F",30,30,"","2018-02-11T08:35:26Z"
1,"2018-02-12T00:00:00Z",27490,"1A","P",100,230,"","2018-02-11T08:35:26Z"
1,"2018-02-12T00:00:00Z",26770,"03","F",300,300,"","2018-02-11T08:35:26Z"
1,"2018-02-12T00:00:00Z",24670,"1B","T",430,730,"Om","2018-02-11T08:35:26Z"
1,"2018-02-12T00:00:00Z",41880,"2F","P",800,900,"DM","2018-02-11T08:35:26Z"
1,"2018-02-12T00:00:00Z",40750,"2A","P",930,1030,"","2018-02-11T08:35:26Z"
1,"2018-02-12T00:00:00Z",39050,"2B","P",1100,1300,"","2018-02-11T08:35:26Z"
1,"2018-02-12T00:00:00Z",37680,"3B","T",1330,1630,"Dm","2018-02-11T08:35:26Z"
1,"2018-02-12T00:00:00Z",46890,"DP","P",1700,1930,"EM","2018-02-11T08:35:26Z"
1,"2018-02-12T00:00:00Z",40700,"4B","F",2100,2100,"","2018-02-11T08:35:26Z"
1,"2018-02-12T00:00:00Z",28190,"4C","F",2400,2400,"","2018-02-11T08:35:26Z"
1,"2018-02-13T00:00:00Z",28890,"1F","F",30,30,"","2018-02-12T08:51:26Z"
1,"2018-02-13T00:00:00Z",29260,"1A","P",100,230,"","2018-02-12T08:51:26Z"
1,"2018-02-13T00:00:00Z",28260,"03","F",300,300,"","2018-02-12T08:51:26Z"
1,"2018-02-13T00:00:00Z",26920,"L04","F",400,400,"","2018-02-12T08:51:26Z"
1,"2018-02-13T00:00:00Z",26040,"1B","T",430,730,"Om","2018-02-12T08:51:26Z"
1,"2018-02-13T00:00:00Z",41870,"2F","P",800,900,"","2018-02-12T08:51:26Z"
1,"2018-02-13T00:00:00Z",42350,"2A","P",930,1030,"","2018-02-12T08:51:26Z"
1,"2018-02-13T00:00:00Z",42500,"2B","P",1100,1300,"DM","2018-02-12T08:51:26Z"
1,"2018-02-13T00:00:00Z",41380,"3B","T",1330,1630,"Dm","2018-02-12T08:51:26Z"
1,"2018-02-13T00:00:00Z",48410,"DP","P",1700,1930,"EM","2018-02-12T08:51:26Z"
1,"2018-02-13T00:00:00Z",43250,"4B","F",2100,2100,"","2018-02-12T08:51:26Z"
1,"2018-02-13T00:00:00Z",30340,"4C","F",2400,2400,"","2018-02-12T08:51:26Z"
1,"2018-02-14T00:00:00Z",29570,"1F","F",30,30,"","2018-02-13T08:45:58Z"
1,"2018-02-14T00:00:00Z",29770,"1A","P",100,230,"","2018-02-13T08:45:58Z"
1,"2018-02-14T00:00:00Z",28880,"03","F",300,300,"","2018-02-13T08:45:58Z"
1,"2018-02-14T00:00:00Z",27160,"1B","T",430,730,"Om","2018-02-13T08:45:58Z"
1,"2018-02-14T00:00:00Z",41150,"2F","P",800,900,"","2018-02-13T08:45:58Z"
1,"2018-02-14T00:00:00Z",41920,"2A","P",930,1030,"","2018-02-13T08:45:58Z"
1,"2018-02-14T00:00:00Z",42460,"2B","P",1100,1300,"DM","2018-02-13T08:45:58Z"
1,"2018-02-14T00:00:00Z",42090,"3B","T",1330,1630,"Dm","2018-02-13T08:45:58Z"
1,"2018-02-14T00:00:00Z",46780,"DP","P",1700,1930,"EM","2018-02-13T08:45:58Z"
1,"2018-02-14T00:00:00Z",40580,"4B","F",2100,2100,"","2018-02-13T08:45:58Z"
1,"2018-02-14T00:00:00Z",28590,"4C","F",2400,2400,"","2018-02-13T08:45:58Z"
1,"2018-02-15T00:00:00Z",28570,"1F","F",30,30,"","2018-02-14T08:38:39Z"
1,"2018-02-15T00:00:00Z",28870,"1A","P",100,230,"","2018-02-14T08:38:39Z"
1,"2018-02-15T00:00:00Z",27100,"03","F",300,300,"","2018-02-14T08:38:39Z"
1,"2018-02-15T00:00:00Z",25880,"1B","T",430,730,"Om","2018-02-14T08:38:39Z"
1,"2018-02-15T00:00:00Z",39160,"2F","P",800,900,"","2018-02-14T08:38:39Z"
1,"2018-02-15T00:00:00Z",39200,"2A","P",930,1030,"DM","2018-02-14T08:38:39Z"
1,"2018-02-15T00:00:00Z",37470,"2B","P",1100,1300,"","2018-02-14T08:38:39Z"
1,"2018-02-15T00:00:00Z",36040,"3B","T",1330,1630,"Dm","2018-02-14T08:38:39Z"
1,"2018-02-15T00:00:00Z",45870,"DP","P",1700,1930,"EM","2018-02-14T08:38:39Z"
1,"2018-02-15T00:00:00Z",40230,"4B","F",2100,2100,"","2018-02-14T08:38:39Z"
1,"2018-02-15T00:00:00Z",29050,"4C","F",2400,2400,"","2018-02-14T08:38:39Z"
1,"2018-02-16T00:00:00Z",28760,"1F","F",30,30,"","2018-02-15T08:42:07Z"
1,"2018-02-16T00:00:00Z",29120,"1A","P",100,230,"","2018-02-15T08:42:07Z"
1,"2018-02-16T00:00:00Z",27980,"03","F",300,300,"","2018-02-15T08:42:07Z"
1,"2018-02-16T00:00:00Z",26660,"1B","T",430,730,"Om","2018-02-15T08:42:07Z"
1,"2018-02-16T00:00:00Z",40030,"2F","P",800,900,"DM","2018-02-15T08:42:07Z"
1,"2018-02-16T00:00:00Z",40020,"2A","P",930,1030,"","2018-02-15T08:42:07Z"
1,"2018-02-16T00:00:00Z",38360,"2B","P",1100,1300,"","2018-02-15T08:42:07Z"
1,"2018-02-16T00:00:00Z",36180,"3B","T",1330,1630,"Dm","2018-02-15T08:42:07Z"
1,"2018-02-16T00:00:00Z",44690,"DP","P",1700,1930,"EM","2018-02-15T08:42:07Z"
1,"2018-02-16T00:00:00Z",38510,"4B","F",2100,2100,"","2018-02-15T08:42:07Z"
1,"2018-02-16T00:00:00Z",29340,"4C","F",2400,2400,"","2018-02-15T08:42:07Z"
1,"2018-02-17T00:00:00Z",28730,"1F","F",30,30,"","2018-02-16T08:42:27Z"
1,"2018-02-17T00:00:00Z",29020,"1A","P",100,230,"","2018-02-16T08:42:27Z"
1,"2018-02-17T00:00:00Z",27590,"03","F",300,300,"","2018-02-16T08:42:27Z"
1,"2018-02-17T00:00:00Z",25810,"1B","T",430,730,"Om","2018-02-16T08:42:27Z"
1,"2018-02-17T00:00:00Z",33740,"2F","P",800,900,"","2018-02-16T08:42:27Z"
1,"2018-02-17T00:00:00Z",35230,"2A","P",930,1030,"DM","2018-02-16T08:42:27Z"
1,"2018-02-17T00:00:00Z",34560,"2B","P",1100,1300,"","2018-02-16T08:42:27Z"
1,"2018-02-17T00:00:00Z",32760,"3B","T",1330,1630,"Dm","2018-02-16T08:42:27Z"
1,"2018-02-17T00:00:00Z",41600,"DP","P",1700,1930,"EM","2018-02-16T08:42:27Z"
1,"2018-02-17T00:00:00Z",36280,"4B","F",2100,2100,"","2018-02-16T08:42:27Z"
1,"2018-02-17T00:00:00Z",29190,"4C","F",2400,2400,"","2018-02-16T08:42:27Z"
1,"2018-02-18T00:00:00Z",27820,"1F","F",30,30,"","2018-02-17T08:46:18Z"
1,"2018-02-18T00:00:00Z",27850,"1A","P",100,230,"","2018-02-17T08:46:18Z"
1,"2018-02-18T00:00:00Z",26400,"03","F",300,300,"","2018-02-17T08:46:18Z"
1,"2018-02-18T00:00:00Z",24500,"1B","T",430,730,"Om","2018-02-17T08:46:18Z"
1,"2018-02-18T00:00:00Z",30130,"2F","P",800,900,"","2018-02-17T08:46:18Z"
1,"2018-02-18T00:00:00Z",34340,"2A","P",930,1030,"","2018-02-17T08:46:18Z"
1,"2018-02-18T00:00:00Z",36270,"2B","P",1100,1300,"DM","2018-02-17T08:46:18Z"
1,"2018-02-18T00:00:00Z",35800,"3B","T",1330,1630,"Dm","2018-02-17T08:46:18Z"
1,"2018-02-18T00:00:00Z",43200,"DP","P",1700,1930,"EM","2018-02-17T08:46:18Z"
1,"2018-02-18T00:00:00Z",36190,"4B","F",2100,2100,"","2018-02-17T08:46:18Z"
1,"2018-02-18T00:00:00Z",27260,"4C","F",2400,2400,"","2018-02-17T08:46:18Z"
1,"2018-02-19T00:00:00Z",26950,"1F","F",30,30,"","2018-02-18T08:41:17Z"
1,"2018-02-19T00:00:00Z",27680,"1A","P",100,230,"","2018-02-18T08:41:17Z"
1,"2018-02-19T00:00:00Z",26490,"03","F",300,300,"","2018-02-18T08:41:17Z"
1,"2018-02-19T00:00:00Z",25810,"1B","T",430,730,"Om","2018-02-18T08:41:17Z"
1,"2018-02-19T00:00:00Z",41390,"2F","P",800,900,"","2018-02-18T08:41:17Z"
1,"2018-02-19T00:00:00Z",42730,"2A","P",930,1030,"","2018-02-18T08:41:17Z"
1,"2018-02-19T00:00:00Z",43280,"2B","P",1100,1300,"DM","2018-02-18T08:41:17Z"
1,"2018-02-19T00:00:00Z",41300,"3B","T",1330,1630,"Dm","2018-02-18T08:41:17Z"
1,"2018-02-19T00:00:00Z",46780,"DP","P",1700,1930,"EM","2018-02-18T08:41:17Z"
1,"2018-02-19T00:00:00Z",40170,"4B","F",2100,2100,"","2018-02-18T08:41:17Z"
1,"2018-02-19T00:00:00Z",28450,"4C","F",2400,2400,"","2018-02-18T08:41:17Z"
1,"2018-02-20T00:00:00Z",28330,"1F","F",30,30,"","2018-02-19T08:42:10Z"
1,"2018-02-20T00:00:00Z",28460,"1A","P",100,230,"","2018-02-19T08:42:10Z"
1,"2018-02-20T00:00:00Z",26440,"03","F",300,300,"","2018-02-19T08:42:10Z"
